Longitude,Latitude,Timestamp,Vehicle Type,Distance,Toll
72.94355100000001,19.14184,2025-01-01 13:29:24,Multi-Axle Trucks and Machinery Vehicles,10.061532437742855,231.42
72.943561,19.14185,2025-01-01 13:29:27,Minibuses and Tempos,10.063059548370951,53.33
72.943571,19.14186,2025-01-01 13:29:30,Three-Axle Trucks,10.064586658957474,174.12
72.94358100000001,19.14187,2025-01-01 13:29:33,Buses,10.066113769501,100.66
72.94359100000001,19.14188,2025-01-01 13:29:36,Cars and Jeeps,10.067640880000832,34.23
72.943601,19.14189,2025-01-01 13:29:39,Multi-Axle Trucks and Machinery Vehicles,10.069167990458732,231.59
72.943611,19.1419,2025-01-01 13:29:42,Minibuses and Tempos,10.070695100872934,53.37
72.94362100000001,19.14191,2025-01-01 13:29:45,Two-Axle Trucks,10.072222211245911,73.53
72.94363100000001,19.14192,2025-01-01 13:29:48,Multi-Axle Trucks and Machinery Vehicles,10.073749321574484,231.7
72.943641,19.14193,2025-01-01 13:29:51,Minibuses and Tempos,10.075276431860773,53.4
72.943651,19.14194,2025-01-01 13:29:54,Buses,10.076803542104072,100.77
72.943661,19.14195,2025-01-01 13:29:57,Minibuses and Tempos,10.078330652305793,53.42
72.94367100000001,19.14196,2025-01-01 13:30:00,Minibuses and Tempos,10.079857762463819,53.42
72.94368100000001,19.14197,2025-01-01 13:30:03,Three-Axle Trucks,10.081384872579203,174.41
72.943691,19.14198,2025-01-01 13:30:06,Three-Axle Trucks,10.082911982650892,174.43
72.943701,19.14199,2025-01-01 13:30:09,Two-Axle Trucks,10.084439092680658,73.62
72.94371100000001,19.142,2025-01-01 13:30:12,Three-Axle Trucks,10.085966202667779,174.49
72.94372100000001,19.14201,2025-01-01 13:30:15,Buses,10.087493312611914,100.87
72.943731,19.14202,2025-01-01 13:30:18,Minibuses and Tempos,10.089020422512704,53.47
72.943741,19.14203,2025-01-01 13:30:21,Minibuses and Tempos,10.090547532371211,53.48
72.943751,19.14204,2025-01-01 13:30:24,Minibuses and Tempos,10.092074642187084,53.49
72.94376100000001,19.14205,2025-01-01 13:30:27,Three-Axle Trucks,10.093601751959962,174.62
72.94377100000001,19.14206,2025-01-01 13:30:30,Minibuses and Tempos,10.095128861690915,53.5
72.943781,19.14207,2025-01-01 13:30:33,Buses,10.096655971376755,100.97
72.943791,19.14208,2025-01-01 13:30:36,Three-Axle Trucks,10.09818308102208,174.7
72.94380100000001,19.14209,2025-01-01 13:30:39,Three-Axle Trucks,10.099710190623712,174.72
72.94381100000001,19.1421,2025-01-01 13:30:42,Minibuses and Tempos,10.101237300183058,53.54
72.943821,19.14211,2025-01-01 13:30:45,Three-Axle Trucks,10.102764409698004,174.78
72.943831,19.14212,2025-01-01 13:30:48,Three-Axle Trucks,10.104291519171726,174.8
72.943841,19.14213,2025-01-01 13:30:51,Multi-Axle Trucks and Machinery Vehicles,10.105818628602814,232.43
72.94385100000001,19.14214,2025-01-01 13:30:54,Buses,10.107345737991265,101.07
72.94386100000001,19.14215,2025-01-01 13:30:57,Buses,10.108872847336723,101.09
72.943871,19.14216,2025-01-01 13:31:00,Cars and Jeeps,10.110399956637082,34.38
72.943881,19.14217,2025-01-01 13:31:03,Cars and Jeeps,10.111927065897275,34.38
72.94389100000001,19.14218,2025-01-01 13:31:06,Two-Axle Trucks,10.113454175113771,73.83
72.94390100000001,19.14219,2025-01-01 13:31:09,Three-Axle Trucks,10.114981284288337,174.99
72.943911,19.1422,2025-01-01 13:31:12,Two-Axle Trucks,10.116508393418153,73.85
72.943921,19.14221,2025-01-01 13:31:15,Multi-Axle Trucks and Machinery Vehicles,10.118035502507096,232.71
72.943931,19.14222,2025-01-01 13:31:18,Buses,10.119562611553055,101.2
72.94394100000001,19.14223,2025-01-01 13:31:21,Buses,10.121089720555316,101.21
72.94395100000001,19.14224,2025-01-01 13:31:24,Three-Axle Trucks,10.122616829515296,175.12
72.943961,19.14225,2025-01-01 13:31:27,Minibuses and Tempos,10.124143938431937,53.66
72.943971,19.14226,2025-01-01 13:31:30,Buses,10.125671047305941,101.26
72.94398100000001,19.14227,2025-01-01 13:31:33,Multi-Axle Trucks and Machinery Vehicles,10.127198156138018,232.93
72.94399100000001,19.14228,2025-01-01 13:31:36,Two-Axle Trucks,10.12872526492746,73.94
72.944001,19.14229,2025-01-01 13:31:39,Buses,10.130252373672507,101.3
72.944011,19.1423,2025-01-01 13:31:42,Two-Axle Trucks,10.13177948237562,73.96
72.944021,19.14231,2025-01-01 13:31:45,Multi-Axle Trucks and Machinery Vehicles,10.133306591036103,233.07
72.94403100000001,19.14232,2025-01-01 13:31:48,Buses,10.134833699654303,101.35
72.94404100000001,19.14233,2025-01-01 13:31:51,Buses,10.136360808229158,101.36
72.944051,19.14234,2025-01-01 13:31:54,Minibuses and Tempos,10.137887916760327,53.73
72.944061,19.14235,2025-01-01 13:31:57,Two-Axle Trucks,10.139415025249566,74.02
72.94407100000001,19.14236,2025-01-01 13:32:00,Buses,10.14094213369688,101.41
72.94408100000001,19.14237,2025-01-01 13:32:03,Three-Axle Trucks,10.142469242100145,175.46
72.944091,19.14238,2025-01-01 13:32:06,Three-Axle Trucks,10.14399635046007,175.49
72.944101,19.14239,2025-01-01 13:32:09,Multi-Axle Trucks and Machinery Vehicles,10.145523458778774,233.35
72.944111,19.1424,2025-01-01 13:32:12,Three-Axle Trucks,10.147050567053432,175.54
72.94412100000001,19.14241,2025-01-01 13:32:15,Buses,10.148577675286873,101.49
72.94413100000001,19.14242,2025-01-01 13:32:18,Multi-Axle Trucks and Machinery Vehicles,10.150104783476616,233.45
72.944141,19.14243,2025-01-01 13:32:21,Two-Axle Trucks,10.151631891622669,74.11
72.944151,19.14244,2025-01-01 13:32:24,Buses,10.15315899972715,101.53
72.94416100000001,19.14245,2025-01-01 13:32:27,Three-Axle Trucks,10.154686107787583,175.68
72.94417100000001,19.14246,2025-01-01 13:32:30,Minibuses and Tempos,10.156213215807504,53.83
72.944181,19.14247,2025-01-01 13:32:33,Cars and Jeeps,10.157740323781967,34.54
72.944191,19.14248,2025-01-01 13:32:36,Two-Axle Trucks,10.159267431714856,74.16
72.944201,19.14249,2025-01-01 13:32:39,Three-Axle Trucks,10.160794539605112,175.78
72.94421100000001,19.1425,2025-01-01 13:32:42,Buses,10.162321647453446,101.62
72.94422100000001,19.14251,2025-01-01 13:32:45,Minibuses and Tempos,10.163848755258437,53.87
72.944231,19.14252,2025-01-01 13:32:48,Buses,10.165375863019383,101.65
72.944241,19.14253,2025-01-01 13:32:51,Buses,10.1669029707377,101.67
72.94425100000001,19.14254,2025-01-01 13:32:54,Buses,10.16843007841409,101.68
72.94426100000001,19.14255,2025-01-01 13:32:57,Multi-Axle Trucks and Machinery Vehicles,10.169957186047494,233.91
72.944271,19.14256,2025-01-01 13:33:00,Buses,10.171484293637207,101.71
72.944281,19.14257,2025-01-01 13:33:03,Minibuses and Tempos,10.173011401185699,53.92
72.944291,19.14258,2025-01-01 13:33:06,Buses,10.1745385086905,101.75
72.94430100000001,19.14259,2025-01-01 13:33:09,Two-Axle Trucks,10.176065616153025,74.29
72.94431100000001,19.1426,2025-01-01 13:33:12,Two-Axle Trucks,10.17759272357327,74.3
72.944321,19.14261,2025-01-01 13:33:15,Multi-Axle Trucks and Machinery Vehicles,10.179119830948414,234.12
72.944331,19.14262,2025-01-01 13:33:18,Cars and Jeeps,10.180646938283392,34.61
72.94434100000001,19.14263,2025-01-01 13:33:21,Two-Axle Trucks,10.182174045573982,74.33
72.94435100000001,19.14264,2025-01-01 13:33:24,Multi-Axle Trucks and Machinery Vehicles,10.183701152822287,234.23
72.944361,19.14265,2025-01-01 13:33:27,Minibuses and Tempos,10.185228260027259,53.98
72.944371,19.14266,2025-01-01 13:33:30,Minibuses and Tempos,10.186755367190303,53.99
72.944381,19.14267,2025-01-01 13:33:33,Buses,10.188282474309657,101.88
72.94439100000001,19.14268,2025-01-01 13:33:36,Minibuses and Tempos,10.18980958138709,54.01
72.94440100000001,19.14269,2025-01-01 13:33:39,Buses,10.191336688422949,101.91
72.944411,19.1427,2025-01-01 13:33:42,Cars and Jeeps,10.192863795412999,34.66
72.944421,19.14271,2025-01-01 13:33:45,Buses,10.194390902362182,101.94
72.94443100000001,19.14272,2025-01-01 13:33:48,Two-Axle Trucks,10.195918009267679,74.43
72.94444100000001,19.14273,2025-01-01 13:33:51,Two-Axle Trucks,10.197445116131249,74.44
72.944451,19.14274,2025-01-01 13:33:54,Cars and Jeeps,10.198972222951486,34.68
72.944461,19.14275,2025-01-01 13:33:57,Cars and Jeeps,10.200499329728382,34.68
72.94447100000001,19.14276,2025-01-01 13:34:00,Cars and Jeeps,10.202026436463356,34.69
72.94448100000001,19.14277,2025-01-01 13:34:03,Minibuses and Tempos,10.203553543154994,54.08
72.94449100000001,19.14278,2025-01-01 13:34:06,Minibuses and Tempos,10.205080649805064,54.09
72.944501,19.14279,2025-01-01 13:34:09,Buses,10.206607756410733,102.07
72.944511,19.1428,2025-01-01 13:34:12,Two-Axle Trucks,10.208134862974482,74.52
72.94452100000001,19.14281,2025-01-01 13:34:15,Two-Axle Trucks,10.209661969494896,74.53
72.94453100000001,19.14282,2025-01-01 13:34:18,Buses,10.211189075973383,102.11
72.944541,19.14283,2025-01-01 13:34:21,Cars and Jeeps,10.212716182407478,34.72
72.944551,19.14284,2025-01-01 13:34:24,Three-Axle Trucks,10.214243288800354,176.71
72.94456100000001,19.14285,2025-01-01 13:34:27,Two-Axle Trucks,10.215770395150956,74.58
72.94457100000001,19.14286,2025-01-01 13:34:30,Cars and Jeeps,10.21729750145787,34.74
72.944581,19.14287,2025-01-01 13:34:33,Cars and Jeeps,10.218824607721091,34.74
72.944591,19.14288,2025-01-01 13:34:36,Minibuses and Tempos,10.220351713941685,54.17
72.944601,19.14289,2025-01-01 13:34:39,Minibuses and Tempos,10.221878820120356,54.18
72.94461100000001,19.1429,2025-01-01 13:34:42,Buses,10.223405926256401,102.23
72.94462100000001,19.14291,2025-01-01 13:34:45,Buses,10.224933032349814,102.25
72.944631,19.14292,2025-01-01 13:34:48,Multi-Axle Trucks and Machinery Vehicles,10.226460138399542,235.21
72.944641,19.14293,2025-01-01 13:34:51,Buses,10.227987244406284,102.28
72.94465100000001,19.14294,2025-01-01 13:34:54,Three-Axle Trucks,10.229514350371462,176.97
72.94466100000001,19.14295,2025-01-01 13:34:57,Buses,10.231041456293655,102.31
72.944671,19.14296,2025-01-01 13:35:00,Two-Axle Trucks,10.232568562171451,74.7
72.944681,19.14297,2025-01-01 13:35:03,Minibuses and Tempos,10.234095668007326,54.24
72.944691,19.14298,2025-01-01 13:35:06,Multi-Axle Trucks and Machinery Vehicles,10.235622773800578,235.42
72.94470100000001,19.14299,2025-01-01 13:35:09,Cars and Jeeps,10.237149879552613,34.81
72.94471100000001,19.143,2025-01-01 13:35:12,Two-Axle Trucks,10.238676985260254,74.74
72.944721,19.14301,2025-01-01 13:35:15,Two-Axle Trucks,10.240204090924559,74.75
72.944731,19.14302,2025-01-01 13:35:18,Minibuses and Tempos,10.241731196546235,54.28
72.94474100000001,19.14303,2025-01-01 13:35:21,Minibuses and Tempos,10.243258302126344,54.29
72.94475100000001,19.14304,2025-01-01 13:35:24,Buses,10.24478540766206,102.45
72.944761,19.14305,2025-01-01 13:35:27,Multi-Axle Trucks and Machinery Vehicles,10.246312513155857,235.67
72.944771,19.14306,2025-01-01 13:35:30,Two-Axle Trucks,10.247839618607026,74.81
72.944781,19.14307,2025-01-01 13:35:33,Minibuses and Tempos,10.249366724015918,54.32
72.94479100000001,19.14308,2025-01-01 13:35:36,Buses,10.250893829381475,102.51
72.94480100000001,19.14309,2025-01-01 13:35:39,Minibuses and Tempos,10.252420934703702,54.34
72.944811,19.1431,2025-01-01 13:35:42,Cars and Jeeps,10.2539480399833,34.86
72.944821,19.14311,2025-01-01 13:35:45,Multi-Axle Trucks and Machinery Vehicles,10.255475145219918,235.88
72.94483100000001,19.14312,2025-01-01 13:35:48,Multi-Axle Trucks and Machinery Vehicles,10.257002250414617,235.91
72.94484100000001,19.14313,2025-01-01 13:35:51,Cars and Jeeps,10.258529355565983,34.88
72.944851,19.14314,2025-01-01 13:35:54,Two-Axle Trucks,10.260056460674367,74.9
72.944861,19.14315,2025-01-01 13:35:57,Multi-Axle Trucks and Machinery Vehicles,10.261583565739773,236.02
72.944871,19.14316,2025-01-01 13:36:00,Minibuses and Tempos,10.263110670763258,54.39
72.94488100000001,19.14317,2025-01-01 13:36:03,Two-Axle Trucks,10.264637775744113,74.93
72.94489100000001,19.14318,2025-01-01 13:36:06,Buses,10.266164880681284,102.66
72.944901,19.14319,2025-01-01 13:36:09,Minibuses and Tempos,10.26769198557548,54.42
72.944911,19.1432,2025-01-01 13:36:12,Minibuses and Tempos,10.269219090427047,54.43
72.94492100000001,19.14321,2025-01-01 13:36:15,Three-Axle Trucks,10.270746195237045,177.68
72.94493100000001,19.14322,2025-01-01 13:36:18,Three-Axle Trucks,10.272273300003357,177.71
72.944941,19.14323,2025-01-01 13:36:21,Cars and Jeeps,10.273800404725636,34.93
72.944951,19.14324,2025-01-01 13:36:24,Two-Axle Trucks,10.275327509407052,75.01
72.944961,19.14325,2025-01-01 13:36:27,Three-Axle Trucks,10.276854614045135,177.79
72.94497100000001,19.14326,2025-01-01 13:36:30,Multi-Axle Trucks and Machinery Vehicles,10.278381718640237,236.4
72.94498100000001,19.14327,2025-01-01 13:36:33,Cars and Jeeps,10.279908823192716,34.95
72.944991,19.14328,2025-01-01 13:36:36,Minibuses and Tempos,10.281435927700805,54.49
72.945001,19.14329,2025-01-01 13:36:39,Multi-Axle Trucks and Machinery Vehicles,10.282963032168388,236.51
72.94501100000001,19.1433,2025-01-01 13:36:42,Two-Axle Trucks,10.284490136592638,75.08
72.94502100000001,19.14331,2025-01-01 13:36:45,Multi-Axle Trucks and Machinery Vehicles,10.286017240973909,236.58
72.945031,19.14332,2025-01-01 13:36:48,Multi-Axle Trucks and Machinery Vehicles,10.287544345311847,236.61
72.945041,19.14333,2025-01-01 13:36:51,Buses,10.289071449607517,102.89
72.945051,19.14334,2025-01-01 13:36:54,Two-Axle Trucks,10.290598553860201,75.12
72.94506100000001,19.14335,2025-01-01 13:36:57,Cars and Jeeps,10.29212565807062,34.99
72.94507100000001,19.14336,2025-01-01 13:37:00,Three-Axle Trucks,10.293652762238768,178.08
72.945081,19.14337,2025-01-01 13:37:03,Cars and Jeeps,10.295179866361817,35.0
72.945091,19.14338,2025-01-01 13:37:06,Two-Axle Trucks,10.296706970443301,75.17
72.94510100000001,19.14339,2025-01-01 13:37:09,Multi-Axle Trucks and Machinery Vehicles,10.298234074482867,236.86
72.94511100000001,19.1434,2025-01-01 13:37:12,Cars and Jeeps,10.299761178478747,35.02
72.945121,19.14341,2025-01-01 13:37:15,Cars and Jeeps,10.30128828243095,35.02
72.945131,19.14342,2025-01-01 13:37:18,Minibuses and Tempos,10.302815386341578,54.6
72.945141,19.14343,2025-01-01 13:37:21,Three-Axle Trucks,10.304342490209239,178.27
72.94515100000001,19.14344,2025-01-01 13:37:24,Buses,10.30586959403462,103.06
72.94516100000001,19.14345,2025-01-01 13:37:27,Buses,10.30739669781738,103.07
72.945171,19.14346,2025-01-01 13:37:30,Two-Axle Trucks,10.308923801555396,75.26
72.945181,19.14347,2025-01-01 13:37:33,Multi-Axle Trucks and Machinery Vehicles,10.310450905252203,237.14
72.94519100000001,19.14348,2025-01-01 13:37:36,Minibuses and Tempos,10.311978008905681,54.65
72.94520100000001,19.14349,2025-01-01 13:37:39,Three-Axle Trucks,10.313505112516886,178.42
72.945211,19.1435,2025-01-01 13:37:42,Buses,10.315032216084056,103.15
72.945221,19.14351,2025-01-01 13:37:45,Three-Axle Trucks,10.316559319609308,178.48
72.945231,19.14352,2025-01-01 13:37:48,Minibuses and Tempos,10.318086423092295,54.69
72.94524100000001,19.14353,2025-01-01 13:37:51,Three-Axle Trucks,10.319613526531944,178.53
72.94525100000001,19.14354,2025-01-01 13:37:54,Buses,10.32114062992968,103.21
72.945261,19.14355,2025-01-01 13:37:57,Two-Axle Trucks,10.322667733283378,75.36
72.945271,19.14356,2025-01-01 13:38:00,Two-Axle Trucks,10.324194836595161,75.37
72.94528100000001,19.14357,2025-01-01 13:38:03,Multi-Axle Trucks and Machinery Vehicles,10.32572193986326,237.49
72.94529100000001,19.14358,2025-01-01 13:38:06,Three-Axle Trucks,10.327249043089447,178.66
72.945301,19.14359,2025-01-01 13:38:09,Minibuses and Tempos,10.328776146270892,54.74
72.945311,19.1436,2025-01-01 13:38:12,Three-Axle Trucks,10.330303249412182,178.71
72.945321,19.14361,2025-01-01 13:38:15,Minibuses and Tempos,10.331830352508733,54.76
72.94533100000001,19.14362,2025-01-01 13:38:18,Minibuses and Tempos,10.33335745556372,54.77
72.94534100000001,19.14363,2025-01-01 13:38:21,Minibuses and Tempos,10.334884558576437,54.77
72.945351,19.14364,2025-01-01 13:38:24,Buses,10.336411661544412,103.36
72.945361,19.14365,2025-01-01 13:38:27,Three-Axle Trucks,10.33793876447118,178.85
72.94537100000001,19.14366,2025-01-01 13:38:30,Minibuses and Tempos,10.339465867354264,54.8
72.94538100000001,19.14367,2025-01-01 13:38:33,Cars and Jeeps,10.340992970194726,35.16
72.945391,19.14368,2025-01-01 13:38:36,Buses,10.342520072992219,103.43
72.945401,19.14369,2025-01-01 13:38:39,Buses,10.344047175747084,103.44
72.94541100000001,19.1437,2025-01-01 13:38:42,Minibuses and Tempos,10.345574278459326,54.83
72.94542100000001,19.14371,2025-01-01 13:38:45,Cars and Jeeps,10.347101381128951,35.18
72.94543100000001,19.14372,2025-01-01 13:38:48,Cars and Jeeps,10.348628483755244,35.19
72.945441,19.14373,2025-01-01 13:38:51,Buses,10.350155586339623,103.5
72.945451,19.14374,2025-01-01 13:38:54,Minibuses and Tempos,10.351682688879968,54.86
72.94546100000001,19.14375,2025-01-01 13:38:57,Buses,10.353209791378399,103.53
72.94547100000001,19.14376,2025-01-01 13:39:00,Two-Axle Trucks,10.35473689383456,75.59
72.945481,19.14377,2025-01-01 13:39:03,Buses,10.356263996247044,103.56
72.945491,19.14378,2025-01-01 13:39:06,Two-Axle Trucks,10.357791098616197,75.61
72.94550100000001,19.14379,2025-01-01 13:39:09,Buses,10.359318200943788,103.59
72.94551100000001,19.1438,2025-01-01 13:39:12,Multi-Axle Trucks and Machinery Vehicles,10.360845303227697,238.3
72.94552100000001,19.14381,2025-01-01 13:39:15,Minibuses and Tempos,10.3623724054697,54.92
72.945531,19.14382,2025-01-01 13:39:18,Buses,10.363899507667309,103.64
72.945541,19.14383,2025-01-01 13:39:21,Minibuses and Tempos,10.36542660982406,54.94
72.94555100000001,19.14384,2025-01-01 13:39:24,Two-Axle Trucks,10.366953711936786,75.68
72.94556100000001,19.14385,2025-01-01 13:39:27,Cars and Jeeps,10.36848081400724,35.25
72.945571,19.14386,2025-01-01 13:39:30,Minibuses and Tempos,10.370007916034721,54.96
72.945581,19.14387,2025-01-01 13:39:33,Two-Axle Trucks,10.371535018019586,75.71
72.94559100000001,19.14388,2025-01-01 13:39:36,Two-Axle Trucks,10.373062119961475,75.72
72.94560100000001,19.14389,2025-01-01 13:39:39,Minibuses and Tempos,10.374589221860742,54.99
72.945611,19.1439,2025-01-01 13:39:42,Cars and Jeeps,10.376116323716328,35.28
72.945621,19.14391,2025-01-01 13:39:45,Minibuses and Tempos,10.377643425530005,55.0
72.945631,19.14392,2025-01-01 13:39:48,Minibuses and Tempos,10.379170527301056,55.01
72.94564100000001,19.14393,2025-01-01 13:39:51,Three-Axle Trucks,10.380697629028788,179.59
72.94565100000001,19.14394,2025-01-01 13:39:54,Multi-Axle Trucks and Machinery Vehicles,10.382224730714249,238.79
72.945661,19.14395,2025-01-01 13:39:57,Multi-Axle Trucks and Machinery Vehicles,10.383751832356031,238.83
72.945671,19.14396,2025-01-01 13:40:00,Three-Axle Trucks,10.385278933955549,179.67
72.94568100000001,19.14397,2025-01-01 13:40:03,Minibuses and Tempos,10.386806035512443,55.05
72.94569100000001,19.14398,2025-01-01 13:40:06,Minibuses and Tempos,10.38833313702672,55.06
72.945701,19.14399,2025-01-01 13:40:09,Minibuses and Tempos,10.389860238496968,55.07
72.945711,19.144,2025-01-01 13:40:12,Minibuses and Tempos,10.391387339925654,55.07
72.945721,19.14401,2025-01-01 13:40:15,Multi-Axle Trucks and Machinery Vehicles,10.392914441311365,239.04
72.94573100000001,19.14402,2025-01-01 13:40:18,Two-Axle Trucks,10.394441542654816,75.88
72.94574100000001,19.14403,2025-01-01 13:40:21,Minibuses and Tempos,10.395968643954939,55.1
72.945751,19.14404,2025-01-01 13:40:24,Three-Axle Trucks,10.397495745210325,179.88
72.945761,19.14405,2025-01-01 13:40:27,Minibuses and Tempos,10.399022846425915,55.11
72.94577100000001,19.14406,2025-01-01 13:40:30,Buses,10.400549947597122,104.01
72.94578100000001,19.14407,2025-01-01 13:40:33,Three-Axle Trucks,10.40207704872677,179.96
72.945791,19.14408,2025-01-01 13:40:36,Multi-Axle Trucks and Machinery Vehicles,10.403604149811684,239.28
72.945801,19.14409,2025-01-01 13:40:39,Multi-Axle Trucks and Machinery Vehicles,10.40513125085574,239.32
72.945811,19.1441,2025-01-01 13:40:42,Multi-Axle Trucks and Machinery Vehicles,10.406658351855409,239.35
72.94582100000001,19.14411,2025-01-01 13:40:45,Minibuses and Tempos,10.408185452813882,55.16
72.94583100000001,19.14412,2025-01-01 13:40:48,Two-Axle Trucks,10.40971255372867,75.99
72.945841,19.14413,2025-01-01 13:40:51,Three-Axle Trucks,10.41123965460014,180.11
72.945851,19.14414,2025-01-01 13:40:54,Minibuses and Tempos,10.412766755429693,55.19
72.94586100000001,19.14415,2025-01-01 13:40:57,Multi-Axle Trucks and Machinery Vehicles,10.414293856215922,239.53
72.94587100000001,19.14416,2025-01-01 13:41:00,Buses,10.415820956959887,104.16
72.945881,19.14417,2025-01-01 13:41:03,Multi-Axle Trucks and Machinery Vehicles,10.417348057659826,239.6
72.945891,19.14418,2025-01-01 13:41:06,Cars and Jeeps,10.418875158318203,35.42
72.945901,19.14419,2025-01-01 13:41:09,Three-Axle Trucks,10.420402258933256,180.27
72.94591100000001,19.1442,2025-01-01 13:41:12,Cars and Jeeps,10.421929359507105,35.43
72.94592100000001,19.14421,2025-01-01 13:41:15,Cars and Jeeps,10.423456460036574,35.44
72.945931,19.14422,2025-01-01 13:41:18,Buses,10.424983560522008,104.25
72.945941,19.14423,2025-01-01 13:41:21,Minibuses and Tempos,10.42651066096624,55.26
72.94595100000001,19.14424,2025-01-01 13:41:24,Cars and Jeeps,10.428037761367854,35.46
72.94596100000001,19.14425,2025-01-01 13:41:27,Minibuses and Tempos,10.42956486172685,55.28
72.945971,19.14426,2025-01-01 13:41:30,Two-Axle Trucks,10.431091962041465,76.15
72.945981,19.14427,2025-01-01 13:41:33,Three-Axle Trucks,10.432619062314526,180.48
72.945991,19.14428,2025-01-01 13:41:36,Multi-Axle Trucks and Machinery Vehicles,10.43414616254461,239.99
72.94600100000001,19.14429,2025-01-01 13:41:39,Two-Axle Trucks,10.435673262733493,76.18
72.94601100000001,19.1443,2025-01-01 13:41:42,Buses,10.43720036287764,104.37
72.946021,19.14431,2025-01-01 13:41:45,Three-Axle Trucks,10.43872746297882,180.59
72.946031,19.14432,2025-01-01 13:41:48,Cars and Jeeps,10.440254563037385,35.5
72.94604100000001,19.14433,2025-01-01 13:41:51,Minibuses and Tempos,10.441781663053682,55.34
72.94605100000001,19.14434,2025-01-01 13:41:54,Buses,10.44330876302807,104.43
72.946061,19.14435,2025-01-01 13:41:57,Cars and Jeeps,10.444835862957017,35.51
72.946071,19.14436,2025-01-01 13:42:00,Cars and Jeeps,10.446362962844765,35.52
